2:19:21 PM,PD1 RED1:,6.451612903,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,36.55913978,PD2 IR1:,75.2688172,PD3 IR1:,250.5376344,PD1 RED2:,6.451612903,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,17.20430108,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,9.677419355,PD2 IR3:,13.97849462,PD3 IR3:,8.602150538,,1.075268817,,SpO2
2:19:25 PM,PD1 RED1:,6.451612903,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,36.55913978,PD2 IR1:,75.2688172,PD3 IR1:,249.4623656,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,17.20430108,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,9.677419355,PD2 IR3:,13.97849462,PD3 IR3:,8.602150538,,,,59.5124
2:19:29 PM,PD1 RED1:,6.451612903,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,37.6344086,PD2 IR1:,75.2688172,PD3 IR1:,249.4623656,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,16.12903226,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,9.677419355,PD2 IR3:,15.05376344,PD3 IR3:,8.602150538,,,,59.5124
2:19:33 PM,PD1 RED1:,6.451612903,PD2 RED1:,8.602150538,PD3 RED1:,1.075268817,PD1 IR1:,37.6344086,PD2 IR1:,75.2688172,PD3 IR1:,249.4623656,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,17.20430108,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,9.677419355,PD2 IR3:,13.97849462,PD3 IR3:,7.52688172,,,,59.5124
2:19:37 PM,PD1 RED1:,6.451612903,PD2 RED1:,8.602150538,PD3 RED1:,1.075268817,PD1 IR1:,36.55913978,PD2 IR1:,75.2688172,PD3 IR1:,249.4623656,PD1 RED2:,6.451612903,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,17.20430108,PD2 IR2:,34.40860215,PD3 IR2:,34.40860215,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,8.602150538,PD2 IR3:,15.05376344,PD3 IR3:,8.602150538,,,,53.855
2:19:41 PM,PD1 RED1:,6.451612903,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,37.6344086,PD2 IR1:,76.34408602,PD3 IR1:,248.3870968,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,17.20430108,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,9.677419355,PD2 IR3:,15.05376344,PD3 IR3:,8.602150538,,,,53.855
2:19:45 PM,PD1 RED1:,6.451612903,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,37.6344086,PD2 IR1:,76.34408602,PD3 IR1:,249.4623656,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,17.20430108,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,8.602150538,PD2 IR3:,15.05376344,PD3 IR3:,8.602150538,,,,59.5124
2:19:49 PM,PD1 RED1:,6.451612903,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,36.55913978,PD2 IR1:,75.2688172,PD3 IR1:,249.4623656,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,16.12903226,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,4.301075269,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,8.602150538,PD2 IR3:,13.97849462,PD3 IR3:,8.602150538,,,,59.5124
2:19:53 PM,PD1 RED1:,5.376344086,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,36.55913978,PD2 IR1:,74.19354839,PD3 IR1:,247.311828,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,16.12903226,PD2 IR2:,34.40860215,PD3 IR2:,34.40860215,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,8.602150538,PD2 IR3:,13.97849462,PD3 IR3:,7.52688172,,,,59.5124
2:19:57 PM,PD1 RED1:,6.451612903,PD2 RED1:,7.52688172,PD3 RED1:,1.075268817,PD1 IR1:,36.55913978,PD2 IR1:,75.2688172,PD3 IR1:,248.3870968,PD1 RED2:,5.376344086,PD2 RED2:,3.225806452,PD3 RED2:,0,PD1 IR2:,17.20430108,PD2 IR2:,35.48387097,PD3 IR2:,35.48387097,PD1 RED3:,5.376344086,PD2 RED3:,1.075268817,PD3 RED3:,0,PD1 IR3:,8.602150538,PD2 IR3:,13.97849462,PD3 IR3:,7.52688172,,,,55.6501
