01-24-2019,  14:54:26,169,159,-100758.75,158,-138215.48,11,
01-24-2019,  14:54:27,151,147,39975.94,168,-26178.09,11,
01-24-2019,  14:54:27,169,169,-27158.51,163,-48348.49,11,
01-24-2019,  14:54:27,151,159,-90027.04,159,-90027.04,11,
01-24-2019,  14:54:27,157,164,-39746.82,160,-73646.03,11,
01-24-2019,  14:54:27,175,161,-67662.54,162,-57548.56,11,
01-24-2019,  14:54:27,175,160,-82089.51,164,-44303.78,11,
01-24-2019,  14:54:27,163,153,155238.25,161,-63022.82,11,
01-24-2019,  14:54:27,160,152,106344.5,160,-75053.27,11,
01-24-2019,  14:54:27,151,174,-17774.21,161,-58383.1,11,
01-24-2019,  14:54:27,154,162,-50642.73,172,-20299.58,11,
01-24-2019,  14:54:28,151,159,-90027.04,162,-49656.18,11,
01-24-2019,  14:54:28,176,157,-229112.09,162,-57877.41,11,
01-24-2019,  14:54:28,164,161,-63409.46,161,-63409.46,11,
01-24-2019,  14:54:28,172,161,-66502.61,157,-223905,11,
01-24-2019,  14:54:28,176,159,-104932.18,160,-82558.6,11,
01-24-2019,  14:54:28,162,175,-18100.56,164,-41012.65,11,
01-24-2019,  14:54:28,155,180,-13811.26,164,-39240.49,11,
01-24-2019,  14:54:28,172,152,114320.32,163,-49206.75,11,
01-24-2019,  14:54:28,153,159,-91219.46,160,-71769.69,11,
01-24-2019,  14:54:29,160,162,-52615.82,164,-40506.32,11,
01-24-2019,  14:54:29,161,158,-131672.73,160,-75522.35,11,
01-24-2019,  14:54:29,160,159,-95392.89,167,-30111.2,11,
01-24-2019,  14:54:29,163,168,-28258.47,162,-53602.37,11,
01-24-2019,  14:54:29,173,145,36915.62,164,-43797.46,11,
01-24-2019,  14:54:29,166,159,-98970.13,161,-64182.75,11,
01-24-2019,  14:54:29,178,166,-36632.35,162,-58535.1,11,
01-24-2019,  14:54:29,154,167,-28982.03,163,-44057.2,11,
01-24-2019,  14:54:29,159,161,-61476.25,161,-61476.25,11,
01-24-2019,  14:54:29,159,167,-29923.01,161,-61476.25,11,
01-24-2019,  14:54:30,185,177,-18764.41,172,-24385.86,11,
01-24-2019,  14:54:30,162,155,1149686.5,164,-41012.65,11,
01-24-2019,  14:54:30,157,157,-204378.4,164,-39746.82,11,
01-24-2019,  14:54:30,157,163,-44915.46,165,-35644.99,11,
01-24-2019,  14:54:37,151,163,-43198.95,165,-34282.76,11,
01-24-2019,  14:57:06,null162,166,-33339.56,160,-75991.44,11,
01-24-2019,  14:57:06,175,159,-104335.97,157,-227810.32,11,
01-24-2019,  14:57:06,190,148,57181.96,157,-247336.92,11,
01-24-2019,  14:57:06,164,166,-33751.16,164,-41518.97,11,
01-24-2019,  14:57:06,170,169,-27319.21,168,-29472.02,11,
01-24-2019,  14:57:06,172,158,-140669.01,159,-102547.36,11,
01-24-2019,  14:57:06,155,169,-24908.69,164,-39240.49,11,
01-24-2019,  14:57:06,155,158,-126765.69,164,-39240.49,11,
01-24-2019,  14:57:07,182,165,-41320.94,163,-52067.6,11,
01-24-2019,  14:57:07,165,168,-28605.2,161,-63796.1,11,
01-24-2019,  14:57:07,166,178,-16095.19,162,-54588.92,11,
01-24-2019,  14:57:07,168,162,-55246.62,164,-42531.64,11,
01-24-2019,  14:57:07,160,162,-52615.82,160,-75053.27,11,
01-24-2019,  14:57:07,152,158,-124312.15,163,-43485.03,11,
01-24-2019,  14:57:07,177,154,297252.46,162,-58206.26,11,
01-24-2019,  14:57:07,155,159,-92411.87,162,-50971.58,11,
01-24-2019,  14:57:07,164,160,-76929.6,163,-46918.06,11,
01-24-2019,  14:57:07,164,186,-11756.27,164,-41518.97,11,
01-24-2019,  14:57:08,167,158,-136579.81,163,-47776.32,11,
01-24-2019,  14:57:08,164,147,43417.58,165,-37234.25,11,
01-24-2019,  14:57:08,163,163,-46631.97,157,-212189.03,11,
01-24-2019,  14:57:08,158,163,-45201.55,164,-39999.99,11,
01-24-2019,  14:57:08,152,145,32434.54,164,-38481,11,
01-24-2019,  14:57:08,157,164,-39746.82,163,-44915.46,11,
01-24-2019,  14:57:08,160,160,-75053.27,159,-95392.89,11,
01-24-2019,  14:57:08,160,177,-16228.67,164,-40506.32,11,
01-24-2019,  14:57:08,160,174,-18833.6,164,-40506.32,11,
01-24-2019,  14:57:08,165,158,-134944.1,159,-98373.92,11,
01-24-2019,  14:57:09,158,160,-74115.1,162,-51958.13,11,
01-24-2019,  14:57:09,160,163,-45773.71,163,-45773.71,11,
01-24-2019,  14:57:09,170,131,15384.62,162,-55904.32,11,
01-24-2019,  14:57:09,162,159,-96585.3,161,-62636.17,11,
01-24-2019,  14:57:09,164,160,-76929.6,166,-33751.16,11,
01-24-2019,  14:57:09,164,155,1163880.12,162,-53931.22,11,
01-24-2019,  14:57:09,142,152,94380.74,170,-21266.16,11,
01-24-2019,  14:57:09,162,179,-15044.32,160,-75991.44,11,
01-24-2019,  14:57:09,159,161,-61476.25,168,-27565.01,11,
01-24-2019,  14:57:09,154,163,-44057.2,166,-31693.16,11,
01-24-2019,  14:57:10,156,163,-44629.37,160,-73176.93,11,
01-24-2019,  14:57:10,151,141,23214.54,161,-58383.1,11,
01-24-2019,  14:57:10,161,160,-75522.35,160,-75522.35,11,
01-24-2019,  14:57:10,174,159,-103739.78,165,-39504.63,11,
01-24-2019,  14:57:10,168,168,-29125.29,161,-64956.03,11,
01-24-2019,  14:57:10,165,145,35208.54,164,-41772.14,11,
01-24-2019,  14:57:10,162,168,-28085.1,159,-96585.3,11,
01-24-2019,  14:57:10,148,162,-48669.64,165,-33601.64,11,
01-24-2019,  14:57:11,152,161,-58769.75,161,-58769.75,11,
01-24-2019,  14:57:11,151,158,-123494.32,160,-70831.52,11,
01-24-2019,  14:57:11,160,151,81670.58,164,-40506.32,11,
01-24-2019,  14:57:11,159,160,-74584.18,161,-61476.25,11,
01-24-2019,  14:57:11,166,165,-37688.33,168,-28778.56,11,
01-24-2019,  14:57:11,167,160,-78336.85,163,-47776.32,11,
01-24-2019,  14:57:11,156,149,54389.88,162,-51300.43,11,
01-24-2019,  14:57:11,143,159,-85257.39,159,-85257.39,11,
01-24-2019,  14:57:11,153,159,-91219.46,163,-43771.12,11,
01-24-2019,  14:57:11,156,152,103685.88,165,-35417.95,11,
01-24-2019,  14:57:11,155,169,-24908.69,160,-72707.85,11,
01-24-2019,  14:57:11,158,157,-205680.17,160,-74115.1,11,
01-24-2019,  14:57:12,161,184,-12345.76,160,-75522.35,11,
01-24-2019,  14:57:12,161,151,82181.03,166,-33133.76,11,
01-24-2019,  14:57:12,161,153,153333.5,161,-62249.53,11,
01-24-2019,  14:57:12,156,167,-29358.42,161,-60316.32,11,
01-24-2019,  14:57:12,160,148,48153.23,160,-75053.27,11,
